id,active,civicAddress,aptNumber,street,neighbourhood,city,province,country,listingType,price,livingArea,propertyAre,numOfBedrooms,numOfBathrooms,numOfFloors,yearBuilt,listedDate,propertyType
196,1,68486,591,Waubesa,Montreal,Armstrong,Quebec,Canada,rent,6311,3453,3930,9,6,8,2004-01-01,2022-05-21,triplex
197,1,2,665,Gale,Montreal,Coquitlam,Quebec,Canada,rent,3516,3814,3597,7,1,1,1984-01-01,2015-11-28,single-family
198,1,5,550,Pawling,Montreal,Richmond,Quebec,Canada,rent,4233,1687,4349,6,2,1,1923-01-01,2017-08-24,studio
199,1,13,578,Melby,Montreal,Concord,Quebec,Canada,rent,5347,1303,6518,8,9,10,1910-01-01,2010-07-25,single-family
200,1,34288,332,Huxley,Montreal,Château-Richer,Quebec,Canada,sale,21898248,1777,1979-01-01,2,3,1,1991-01-01,2013-06-02,triplex
201,1,42386,830,Bayside,Montreal,Ferme-Neuve,Quebec,Canada,rent,3329,186,4437,2,5,8,1945-01-01,2019-04-11,condominium
202,1,3,132,Paget,Montreal,North Vancouver,Quebec,Canada,sale,75745605,2878,8226,4,2,8,1915-01-01,2010-05-06,quadruplex
203,1,4,834,Lindbergh,Montreal,La Sarre,Quebec,Canada,rent,4778,3219,8831,1,3,6,2014-01-01,2021-10-07,other
204,1,96081,350,Grasskamp,Montreal,Willowdale,Quebec,Canada,rent,8347,2359,2902,4,6,3,1924-01-01,2011-12-17,quadruplex
205,1,9,450,Cherokee,Montreal,Greenwood,Quebec,Canada,rent,3021,110,7691,5,6,7,2018-01-01,2022-12-18,studio
206,1,4066,572,Elgar,Montreal,Dorchester,Quebec,Canada,sale,69313611,4873,3782,8,2,5,1907-01-01,2017-05-26,townhouse
207,1,36,251,Walton,Montreal,Mont-Tremblant,Quebec,Canada,rent,2239,2900,6243,4,2,3,1939-01-01,2013-11-25,townhouse
208,1,47,572,Bayside,Montreal,Belleville,Quebec,Canada,rent,9671,2396,9036,2,5,2,1962-01-01,2011-08-29,triplex
209,0,34,733,Pearson,Montreal,Carman,Quebec,Canada,sale,28656073,1219,3728,2,5,6,1961-01-01,2019-05-07,duplex
210,1,4183,691,Lawn,Montreal,Hudson Bay,Quebec,Canada,sale,46953430,3924,4643,7,8,3,1934-01-01,2014-10-15,quadruplex
211,1,9086,748,Aberg,Montreal,Midland,Quebec,Canada,rent,7729,4676,8695,5,7,5,1978-01-01,2010-04-14,duplex
212,1,0,306,Stang,Montreal,Berthierville,Quebec,Canada,sale,29666368,3601,5989,5,9,9,1917-01-01,2020-08-03,duplex
213,1,52,754,Forest Dale,Montreal,Kugluktuk,Quebec,Canada,sale,45216892,1175,9903,1,2,9,2021-01-01,2013-06-07,studio
214,1,3584,331,Lunder,Montreal,Sainte-Marthe-sur-le-Lac,Quebec,Canada,rent,9764,3530,9448,9,2,6,1954-01-01,2010-03-20,townhouse
215,1,4917,717,Jenna,Montreal,North Saanich,Quebec,Canada,sale,38276041,3724,3317,6,10,7,1959-01-01,2013-11-08,townhouse
216,0,342,422,Anhalt,Montreal,St. Thomas,Quebec,Canada,rent,8470,4284,2779,4,5,6,1908-01-01,2023-04-24,duplex
217,0,2929,862,Birchwood,Montreal,Raymond,Quebec,Canada,rent,8668,4042,1497,9,10,7,2008-01-01,2022-05-05,other
218,1,11,552,Cascade,Montreal,Carleton Place,Quebec,Canada,rent,3173,4525,7230,3,10,2,1919-01-01,2023-05-13,studio
219,1,6967,529,Carey,Montreal,Neuville,Quebec,Canada,sale,23299057,3599,4290,8,6,4,2006-01-01,2012-01-23,studio
220,1,9,917,Arkansas,Montreal,Amqui,Quebec,Canada,rent,2663,1637,6961,3,3,5,1905-01-01,2018-06-03,triplex
221,1,2640,813,Starling,Montreal,Sechelt,Quebec,Canada,sale,12468067,2863,6351,4,3,5,2012-01-01,2020-06-26,other
222,1,56,207,Dwight,Montreal,Catalina,Quebec,Canada,rent,5926,3187,7433,7,1,10,1931-01-01,2018-11-18,single-family
223,1,2290,654,Gerald,Montreal,Prince Albert,Quebec,Canada,rent,8066,2261,5138,9,6,4,1912-01-01,2017-06-12,other
224,1,9486,358,Gale,Montreal,Fort Smith,Quebec,Canada,rent,6772,4090,4204,6,5,8,1983-01-01,2015-05-07,triplex
225,1,603,142,Susan,Montreal,Warwick,Quebec,Canada,rent,8751,3923,1689,7,1,6,1932-01-01,2015-07-26,studio
226,1,9,365,Atwood,Montreal,Chambly,Quebec,Canada,sale,50154494,2810,9322,7,7,3,1961-01-01,2018-02-10,other
227,1,784,862,Ryan,Montreal,Lunenburg,Quebec,Canada,sale,69356175,2941,3313,8,1,4,2002-01-01,2013-06-08,townhouse
228,1,935,688,Pawling,Montreal,Invermere,Quebec,Canada,sale,81635321,1247,1256,1,2,8,1991-01-01,2019-10-02,other
229,0,6543,694,Pawling,Montreal,Saint John,Quebec,Canada,sale,94184799,4255,4307,5,3,8,1980-01-01,2010-09-17,other
230,0,42994,784,Fieldstone,Montreal,Richmond,Quebec,Canada,sale,70212390,176,5723,5,6,7,1918-01-01,2020-02-05,quadruplex
231,1,9032,623,Farragut,Montreal,Val-d\'Or,Quebec,Canada,rent,1436,2254,5241,10,8,8,2015-01-01,2012-07-12,condominium
232,1,62,985,Paget,Montreal,Wingham,Quebec,Canada,sale,28849619,983,8667,9,6,10,1963-01-01,2023-01-20,other
233,1,92740,515,Lighthouse Bay,Montreal,Raymond,Quebec,Canada,rent,6887,4006,4515,7,2,1,1994-01-01,2019-10-07,single-family
234,1,917,728,Hintze,Montreal,Kirkland,Quebec,Canada,sale,80635016,4842,8624,5,8,3,1952-01-01,2017-05-09,triplex
235,1,7,713,Garrison,Montreal,Greater Napanee,Quebec,Canada,sale,4065919,2258,1556,1,7,2,2012-01-01,2020-05-30,single-family
236,1,3,715,Briar Crest,Montreal,Houston,Quebec,Canada,rent,2453,1976-01-01,7889,8,1,1,2023-01-01,2023-06-23,duplex
237,1,247,692,Gateway,Montreal,Drayton Valley,Quebec,Canada,sale,94641844,1917-01-01,7342,4,1,7,1966-01-01,2019-06-14,triplex
238,1,2,412,Manufacturers,Montreal,Amherstburg,Quebec,Canada,sale,54430758,3287,8366,5,10,8,1926-01-01,2015-01-29,triplex
239,1,7,1000,Arapahoe,Montreal,Kamsack,Quebec,Canada,sale,4580687,1338,6729,8,1,6,1942-01-01,2013-11-28,triplex
240,1,5,931,Oak,Montreal,Lillooet,Quebec,Canada,sale,3561887,2536,1361,8,5,6,1920-01-01,2023-04-06,quadruplex
241,1,2,855,Badeau,Montreal,Roblin,Quebec,Canada,rent,7828,4041,9253,8,6,1,1951-01-01,2014-03-13,townhouse
242,1,31912,665,Derek,Montreal,Cache Creek,Quebec,Canada,sale,34334716,103,4565,2,5,9,1936-01-01,2010-07-22,quadruplex
243,1,139,388,Springview,Montreal,Barrie,Quebec,Canada,rent,9124,1417,9985,3,9,2,1952-01-01,2012-11-13,duplex
244,0,702,842,Mesta,Montreal,Ormstown,Quebec,Canada,sale,71073521,4445,6858,4,5,1,1990-01-01,2015-07-15,single-family
245,1,3719,159,Carey,Montreal,Acton Vale,Quebec,Canada,sale,44360198,979,2891,10,5,10,1961-01-01,2010-02-25,townhouse
246,1,15,559,Randy,Montreal,Petrolia,Quebec,Canada,sale,8607006,782,4634,2,6,7,1994-01-01,2018-05-11,condominium
247,1,9,911,Forest Dale,Montreal,Bowen Island,Quebec,Canada,rent,3480,3179,7553,3,3,3,1917-01-01,2014-01-10,studio
248,1,38206,582,Northland,Montreal,Kirkland Lake,Quebec,Canada,rent,3305,3089,7432,10,1,1,1913-01-01,2021-04-07,studio
249,1,52,673,Maryland,Montreal,High Prairie,Quebec,Canada,sale,91522792,3941,8730,7,8,7,1971-01-01,2013-02-08,triplex
250,1,8708,790,American Ash,Montreal,Amqui,Quebec,Canada,rent,8473,3253,2059,4,7,4,1955-01-01,2016-05-13,single-family
251,1,1,876,Goodland,Montreal,Carbonear,Quebec,Canada,rent,2328,781,1921-01-01,5,5,4,1917-01-01,2014-06-30,townhouse
252,1,658,533,Birchwood,Montreal,Abbotsford,Quebec,Canada,sale,7253743,1396,5078,6,5,10,1928-01-01,2016-08-23,condominium
253,1,9,911,Village,Montreal,Vegreville,Quebec,Canada,sale,16542322,2978,9728,9,7,1,1918-01-01,2013-10-29,quadruplex
254,0,96349,183,Porter,Montreal,Maple Creek,Quebec,Canada,rent,7920,3621,6109,8,10,3,1908-01-01,2020-03-20,quadruplex
255,1,93427,269,Jenna,Montreal,Nakusp,Quebec,Canada,sale,13427310,2094,9800,7,8,2,2020-01-01,2016-02-24,other
256,1,5507,634,Stuart,Montreal,Langenburg,Quebec,Canada,rent,9518,3558,7798,8,1,9,2006-01-01,2021-12-26,studio
257,1,185,548,Mallard,Montreal,Lions Bay,Quebec,Canada,sale,77669112,4238,9576,3,4,10,1907-01-01,2018-12-31,other
258,1,5,937,Ronald Regan,Montreal,Amqui,Quebec,Canada,sale,86080748,4963,4900,5,4,5,1927-01-01,2023-04-03,triplex
259,1,4524,985,Armistice,Montreal,Thessalon,Quebec,Canada,rent,2171,1308,2834,3,1,1,1906-01-01,2020-12-11,townhouse
260,1,87733,300,Swallow,Montreal,Lacombe,Quebec,Canada,rent,9472,3253,6633,9,7,6,2022-01-01,2022-04-28,studio
261,1,340,836,Roth,Montreal,Lavaltrie,Quebec,Canada,rent,6632,4028,5259,3,7,10,1978-01-01,2016-11-29,single-family
262,1,87846,472,Jenna,Montreal,Fort Macleod,Quebec,Canada,sale,54099359,173,1405,2,5,4,1959-01-01,2023-09-22,townhouse
263,1,4,823,Kenwood,Montreal,Burnaby,Quebec,Canada,rent,412,1603,5189,8,2,7,1944-01-01,2011-09-03,studio
264,1,9054,509,Nelson,Montreal,Macklin,Quebec,Canada,rent,1872,1423,4775,3,4,10,1904-01-01,2017-06-25,other
265,1,0,831,David,Montreal,Lac La Biche,Quebec,Canada,rent,537,3537,9113,5,8,9,1941-01-01,2011-09-09,single-family
266,1,24396,291,Drewry,Montreal,Charlemagne,Quebec,Canada,sale,68224410,2996,2770,5,4,7,2003-01-01,2021-05-13,other
267,0,4971,171,Shopko,Montreal,Lewisporte,Quebec,Canada,rent,6117,3028,8555,6,4,7,1992-01-01,2018-05-03,quadruplex
268,1,34747,270,School,Montreal,Bridgewater,Quebec,Canada,rent,9864,1748,5617,7,3,9,1939-01-01,2022-11-06,triplex
269,1,15,628,Harbort,Montreal,Macamic,Quebec,Canada,sale,90045808,2687,7030,10,3,1,1906-01-01,2012-06-06,quadruplex
270,1,17181,760,Melody,Montreal,Strathmore,Quebec,Canada,rent,6250,879,7407,5,2,10,2017-01-01,2012-05-06,other
271,1,2,373,Tomscot,Montreal,Richibucto,Quebec,Canada,rent,7816,3778,8294,9,3,6,2022-01-01,2017-09-30,duplex
272,1,72,832,Meadow Valley,Montreal,La Broquerie,Quebec,Canada,sale,84144342,657,5868,1,1,5,1990-01-01,2012-10-20,quadruplex
273,0,86414,980,Red Cloud,Montreal,Nelson,Quebec,Canada,sale,6734550,384,8564,7,9,5,1934-01-01,2014-10-13,studio
274,1,3,987,Summer Ridge,Montreal,Bromont,Quebec,Canada,sale,77001036,3285,2555,4,7,9,1912-01-01,2014-06-09,other
275,1,25,997,Delladonna,Montreal,Victoriaville,Quebec,Canada,rent,2178,4602,5695,7,2,8,1927-01-01,2020-01-23,quadruplex
276,0,309,202,Grayhawk,Montreal,Alberton,Quebec,Canada,rent,5558,4821,1528,9,9,9,1989-01-01,2020-04-09,other
277,0,13,659,Waubesa,Montreal,Coaldale,Quebec,Canada,rent,1257,4541,4961,7,7,4,1963-01-01,2023-05-27,condominium
278,1,4394,387,Blue Bill Park,Montreal,Morinville,Quebec,Canada,rent,9697,4529,8791,7,6,6,1950-01-01,2017-06-10,quadruplex
279,1,3,479,American Ash,Montreal,Antigonish,Quebec,Canada,rent,8243,4466,2787,7,3,7,1905-01-01,2012-08-09,other
280,1,601,833,Lyons,Montreal,Bridgewater,Quebec,Canada,sale,24125186,4758,8373,8,5,2,1976-01-01,2014-07-17,triplex
281,1,9,793,Moulton,Montreal,Okanagan,Quebec,Canada,rent,4639,2012,3337,5,3,3,1910-01-01,2018-05-13,other
282,1,18343,589,Scoville,Montreal,North Battleford,Quebec,Canada,rent,3870,1762,5804,5,2,6,1947-01-01,2016-10-12,townhouse
283,1,82,314,Carioca,Montreal,Deep River,Quebec,Canada,rent,8374,4648,3234,1,9,10,2017-01-01,2015-11-23,condominium
284,1,81448,180,American Ash,Montreal,Okotoks,Quebec,Canada,sale,45227389,4788,6882,7,10,7,2003-01-01,2016-06-15,townhouse
285,1,9,602,Johnson,Montreal,Grand Bank,Quebec,Canada,sale,56832417,3403,7530,6,7,8,1948-01-01,2019-04-09,other
286,1,2037,574,Norway Maple,Montreal,Kirkland Lake,Quebec,Canada,rent,6205,333,2583,5,1,4,1969-01-01,2019-10-31,duplex
287,1,11579,168,Hayes,Montreal,Warwick,Quebec,Canada,rent,5574,2746,2279,6,8,9,1959-01-01,2015-08-21,triplex
288,1,96,354,Crowley,Montreal,La Broquerie,Quebec,Canada,sale,59787938,1888,5485,3,4,8,1950-01-01,2011-07-05,other
289,1,119,338,Mariners Cove,Montreal,Houston,Quebec,Canada,rent,5779,1031,3608,5,4,3,1925-01-01,2017-01-11,triplex
290,0,1,254,Schurz,Montreal,Laval,Quebec,Canada,sale,74377672,3324,5577,1,2,7,1914-01-01,2015-04-18,duplex
291,1,38,935,Schurz,Montreal,Morinville,Quebec,Canada,sale,86358247,2436,5569,8,5,3,1977-01-01,2015-04-17,triplex
292,1,3690,786,Blackbird,Montreal,Ponoka,Quebec,Canada,rent,7723,2338,8470,3,1,9,1951-01-01,2012-06-09,duplex
293,1,6,230,Thierer,Montreal,Altona,Quebec,Canada,sale,83721432,649,3009,3,5,8,1913-01-01,2018-04-18,condominium
294,1,1193,209,Erie,Montreal,Kamsack,Quebec,Canada,rent,2654,503,6243,8,10,3,1949-01-01,2018-06-22,triplex
295,1,607,375,Nevada,Montreal,High River,Quebec,Canada,sale,13666674,2915,8057,4,7,9,1978-01-01,2020-11-22,condominium
296,1,468,171,Prairieview,Montreal,Selkirk,Quebec,Canada,rent,1451,4998,5930,6,3,7,1998-01-01,2011-10-28,townhouse
297,0,1,109,Mallory,Montreal,Lunenburg,Quebec,Canada,rent,5124,246,1444,6,2,9,1998-01-01,2012-03-08,duplex
298,1,39703,841,Paget,Montreal,Oliver,Quebec,Canada,rent,3115,221,3387,5,1,6,1923-01-01,2020-03-01,studio
299,1,43,301,Pankratz,Montreal,Outlook,Quebec,Canada,sale,49745729,3348,5668,6,2,9,1904-01-01,2015-06-08,townhouse
300,1,37,984,Butterfield,Montreal,Morris,Quebec,Canada,rent,206,4782,3359,3,4,7,1916-01-01,2021-08-08,condominium
301,1,13,817,Melby,Montreal,Armstrong,Quebec,Canada,rent,6921,2589,3522,3,5,6,1960-01-01,2018-10-31,duplex
302,1,4102,108,High Crossing,Montreal,Macamic,Quebec,Canada,rent,940,4940,9694,10,2,9,1911-01-01,2023-07-13,quadruplex
303,1,464,288,Continental,Montreal,Waterloo,Quebec,Canada,sale,24003750,2470,8458,10,6,4,2001-01-01,2020-04-28,quadruplex
304,1,306,617,Dixon,Montreal,Princeton,Quebec,Canada,sale,41521408,2494,2380,4,2,7,1962-01-01,2010-11-29,duplex
305,1,77,704,Thackeray,Montreal,Smoky Lake,Quebec,Canada,rent,6503,4718,2796,7,2,9,1972-01-01,2022-07-25,duplex
306,1,879,562,Thierer,Montreal,Carman,Quebec,Canada,sale,59078577,4748,7014,5,2,9,1931-01-01,2020-01-17,townhouse
307,1,5,933,Clarendon,Montreal,Prévost,Quebec,Canada,rent,8397,2988,9140,9,2,2,1942-01-01,2016-05-18,studio
308,1,697,671,Chive,Montreal,Oshawa,Quebec,Canada,rent,8647,3420,9616,5,3,9,1986-01-01,2021-12-26,triplex
309,1,7844,792,Twin Pines,Montreal,Sydney Mines,Quebec,Canada,sale,78005154,4390,6002,7,3,2,1974-01-01,2010-05-10,studio
310,1,28333,642,Fuller,Montreal,Swift Current,Quebec,Canada,rent,2360,1160,7652,9,3,8,1903-01-01,2019-12-11,single-family
311,1,7,625,Lunder,Montreal,Outlook,Quebec,Canada,rent,1380,3256,5325,9,2,4,1917-01-01,2011-09-03,quadruplex
312,1,701,883,Kennedy,Montreal,Macklin,Quebec,Canada,sale,81926790,1219,3123,8,7,4,2022-01-01,2020-11-02,duplex
313,1,9,847,Randy,Montreal,Coquitlam,Quebec,Canada,rent,2581,2159,5757,2,7,8,1906-01-01,2021-02-13,quadruplex
314,1,3,753,Maple Wood,Montreal,Saint-Augustin,Quebec,Canada,sale,36124936,1237,1573,4,2,8,2009-01-01,2022-12-16,townhouse
315,1,9,161,Union,Montreal,Adstock,Quebec,Canada,sale,96085639,3562,4724,5,5,9,1923-01-01,2022-03-29,other
316,1,1795,518,Fallview,Montreal,Sainte-Anne-des-Plaines,Quebec,Canada,rent,1186,1818,2750,8,6,1,2002-01-01,2012-09-26,single-family
317,1,35,968,Delladonna,Montreal,Thompson,Quebec,Canada,rent,361,3773,4510,4,8,7,2016-01-01,2017-10-02,single-family
318,0,3542,948,Vera,Montreal,Penticton,Quebec,Canada,rent,7451,2169,3792,8,2,1,1952-01-01,2010-11-01,townhouse
319,1,1558,229,Porter,Montreal,Fruitvale,Quebec,Canada,rent,669,2621,3969,5,10,3,1905-01-01,2020-02-03,other
320,1,56578,298,Milwaukee,Montreal,Dauphin,Quebec,Canada,rent,5027,2284,5267,3,1,7,2001-01-01,2018-11-02,quadruplex
321,1,8495,243,Lakewood,Montreal,Saint-Rémi,Quebec,Canada,sale,75167226,4179,4796,3,1,7,2007-01-01,2015-03-19,townhouse
322,1,9799,166,Hansons,Montreal,Cornwall,Quebec,Canada,rent,7150,2193,5182,10,2,4,2019-01-01,2022-03-11,studio
323,1,85,933,Mandrake,Montreal,Nackawic,Quebec,Canada,sale,23847652,1717,3103,8,3,7,2015-01-01,2011-06-12,quadruplex
324,1,553,794,Charing Cross,Montreal,Stettler,Quebec,Canada,sale,70795109,4999,9598,9,2,7,1948-01-01,2014-04-06,quadruplex
325,1,999,850,Hazelcrest,Montreal,Gjoa Haven,Quebec,Canada,rent,2465,3800,8229,9,6,5,1910-01-01,2023-05-23,condominium
326,1,40055,198,Summer Ridge,Montreal,Leduc,Quebec,Canada,sale,71445321,1819,3513,9,5,8,1931-01-01,2022-12-12,quadruplex
327,1,7,193,Kings,Montreal,Sutton,Quebec,Canada,sale,93881026,443,1475,1,10,7,1953-01-01,2014-10-03,single-family
328,1,511,195,Packers,Montreal,Vegreville,Quebec,Canada,sale,11146501,556,7929,6,1,6,1944-01-01,2019-03-20,other
329,1,8141,229,5th,Montreal,Maniwaki,Quebec,Canada,sale,48634645,3564,1081,4,8,6,1989-01-01,2015-05-13,other
330,1,36119,648,Rigney,Montreal,Lewisporte,Quebec,Canada,rent,4303,3981,8265,7,6,9,1963-01-01,2015-05-06,other
331,1,18,903,Forest Dale,Montreal,North Perth,Quebec,Canada,rent,4090,763,4941,9,5,1,1920-01-01,2015-10-23,other
332,1,6,591,Fieldstone,Montreal,Lac La Biche,Quebec,Canada,sale,12317590,3046,5856,1,9,8,1922-01-01,2010-10-19,townhouse
333,1,8721,730,Butterfield,Montreal,Fredericton,Quebec,Canada,rent,5131,3294,2525,10,10,8,1907-01-01,2012-11-23,townhouse
334,1,90,979,Summerview,Montreal,London,Quebec,Canada,rent,244,4313,7302,6,5,9,1963-01-01,2023-07-11,triplex
335,1,8,334,Mitchell,Montreal,Biggar,Quebec,Canada,sale,25874261,3774,2810,8,2,1,1948-01-01,2021-10-27,quadruplex
336,1,6475,699,Mandrake,Montreal,Saint-Jérôme,Quebec,Canada,rent,665,953,5255,1,6,1,1917-01-01,2012-04-30,duplex
337,1,523,544,Sundown,Montreal,Aldergrove,Quebec,Canada,sale,85691049,4115,1888,8,8,4,1945-01-01,2010-05-04,single-family
338,1,6,421,Rusk,Montreal,Rimouski,Quebec,Canada,rent,9304,4842,3458,4,10,1,1934-01-01,2021-05-18,other
339,1,3466,588,Barnett,Montreal,Rocky Mountain House,Quebec,Canada,sale,24638430,762,1434,2,2,3,1968-01-01,2015-10-30,triplex
340,1,76313,505,Beilfuss,Montreal,Moose Jaw,Quebec,Canada,rent,5034,1626,7015,2,10,3,2005-01-01,2014-11-01,townhouse
341,1,8183,404,Grim,Montreal,Farnham,Quebec,Canada,sale,96506380,1273,3570,9,6,4,1926-01-01,2017-06-14,triplex
342,1,84351,970,Caliangt,Montreal,Moose Jaw,Quebec,Canada,sale,75280671,3014,5037,6,2,3,1926-01-01,2020-09-09,studio
343,1,8603,703,Hoard,Montreal,North York,Quebec,Canada,sale,7661601,2192,2363,6,6,2,1948-01-01,2013-08-02,studio
344,1,2,827,Chinook,Montreal,Harrison Brook,Quebec,Canada,rent,9233,4747,7647,10,3,8,1924-01-01,2014-01-04,single-family
345,1,9585,145,Crownhardt,Montreal,Antigonish,Quebec,Canada,rent,8148,2435,6792,4,10,7,2009-01-01,2015-03-17,townhouse
346,1,89607,161,Longview,Montreal,Selkirk,Quebec,Canada,rent,8561,2957,3814,9,10,3,1980-01-01,2016-08-16,duplex
347,0,8441,493,Saint Paul,Montreal,Rivière-du-Loup,Quebec,Canada,rent,8296,4577,5350,1,8,2,1956-01-01,2022-05-15,single-family
348,1,88,536,Prairie Rose,Montreal,Parksville,Quebec,Canada,sale,70930781,3439,1585,8,6,4,1982-01-01,2015-11-23,studio
349,1,98,684,Buena Vista,Montreal,Baie-Saint-Paul,Quebec,Canada,sale,27620652,1610,7579,3,9,8,1948-01-01,2011-08-13,townhouse
350,1,18932,696,Golf View,Montreal,Richibucto,Quebec,Canada,rent,8493,2529,4055,10,2,2,1927-01-01,2013-08-23,studio
351,0,77,371,Norway Maple,Montreal,Martensville,Quebec,Canada,sale,68921384,2597,6194,6,3,3,1973-01-01,2019-08-18,triplex
352,0,9,770,Valley Edge,Montreal,Sarnia,Quebec,Canada,rent,2299,4203,5187,7,6,10,1978-01-01,2010-12-25,studio
353,1,6,705,Mosinee,Montreal,Metchosin,Quebec,Canada,sale,33566925,4206,3260,2,10,9,1922-01-01,2023-09-21,triplex
354,1,5358,192,Mosinee,Montreal,Lewisporte,Quebec,Canada,sale,69025812,2583,9281,9,4,4,1923-01-01,2017-08-07,duplex
355,1,4595,525,Raven,Montreal,L\'Épiphanie,Quebec,Canada,sale,88072495,1681,1800,5,3,7,2003-01-01,2014-09-14,single-family
356,1,323,460,Leroy,Montreal,Devon,Quebec,Canada,sale,32453416,4014,3234,10,2,3,1939-01-01,2013-03-16,single-family
357,1,6963,671,Clove,Montreal,Chester,Quebec,Canada,sale,45622582,4703,1683,6,3,6,1968-01-01,2018-07-26,duplex
358,1,479,679,Ridgeview,Montreal,Princeville,Quebec,Canada,rent,9525,3628,5917,8,3,8,1916-01-01,2020-07-09,duplex
359,0,0,135,Porter,Montreal,Chase,Quebec,Canada,rent,9801,4525,7983,8,1,10,1972-01-01,2023-05-07,condominium
360,1,13,141,Bunker Hill,Montreal,Princeton,Quebec,Canada,sale,50343163,3519,2638,2,9,9,1917-01-01,2015-10-01,duplex
361,1,284,182,Eastlawn,Montreal,Markham,Quebec,Canada,sale,80465918,3588,6479,4,3,2,1992-01-01,2011-08-28,duplex
362,1,83,110,Logan,Montreal,Sydney Mines,Quebec,Canada,sale,47767426,4158,9293,1,4,4,2013-01-01,2017-07-17,quadruplex
363,1,5017,598,Darwin,Montreal,Dollard-Des Ormeaux,Quebec,Canada,sale,73231171,2391,8246,4,8,3,2013-01-01,2012-08-31,single-family
364,1,8460,454,Main,Montreal,Kitchener,Quebec,Canada,rent,2628,4425,1908-01-01,5,8,10,1943-01-01,2018-04-25,condominium
365,1,4903,954,Service,Montreal,Agassiz,Quebec,Canada,rent,7402,378,9231,3,7,7,1950-01-01,2015-11-20,condominium
366,1,1,128,Helena,Montreal,Antigonish,Quebec,Canada,rent,3902,1031,3811,4,2,8,1946-01-01,2022-03-22,duplex
367,0,44,990,Springview,Montreal,Hanna,Quebec,Canada,rent,5213,1431,9294,2,7,7,2005-01-01,2019-05-25,studio
368,1,207,619,Warbler,Montreal,Banff,Quebec,Canada,rent,8302,3168,6994,7,10,9,1961-01-01,2020-11-02,other
369,0,4133,291,Pleasure,Montreal,Saguenay,Quebec,Canada,sale,86766287,2251,7804,7,2,8,1953-01-01,2019-07-26,townhouse
370,1,392,333,Jana,Montreal,Danville,Quebec,Canada,sale,9202187,170,5161,3,2,8,1924-01-01,2021-12-08,triplex
371,1,934,357,Delaware,Montreal,Virden,Quebec,Canada,sale,75000522,273,9582,10,9,2,1964-01-01,2018-03-02,single-family
372,1,0,817,Fulton,Montreal,Altona,Quebec,Canada,sale,82686587,4299,8209,8,4,8,1985-01-01,2014-04-01,condominium
373,1,594,921,Towne,Montreal,Renfrew,Quebec,Canada,sale,65617448,640,2781,5,9,5,1998-01-01,2021-05-02,studio
374,1,3,205,Havey,Montreal,Saint-Eustache,Quebec,Canada,rent,8937,2783,8812,10,6,2,1978-01-01,2018-08-29,triplex
375,1,430,239,Springview,Montreal,Sussex,Quebec,Canada,rent,5390,2572,5667,9,2,4,1967-01-01,2018-12-21,townhouse
376,1,985,459,Grayhawk,Montreal,Calmar,Quebec,Canada,rent,9373,2591,9574,8,6,3,1970-01-01,2016-11-02,triplex
377,1,10329,676,Loftsgordon,Montreal,Notre-Dame-des-Prairies,Quebec,Canada,sale,53458387,735,1899,10,6,5,1965-01-01,2011-06-04,studio
378,1,78852,808,Arizona,Montreal,Kitchener,Quebec,Canada,rent,4534,4179,1542,1,6,8,1984-01-01,2022-02-19,triplex
379,1,35349,479,Shopko,Montreal,Taber,Quebec,Canada,rent,9160,3783,5876,6,6,1,1960-01-01,2022-08-29,single-family
380,1,797,254,Dwight,Montreal,Gravelbourg,Quebec,Canada,rent,1489,3017,3735,10,4,6,2009-01-01,2014-03-14,single-family
381,1,909,388,Straubel,Montreal,La Ronge,Quebec,Canada,rent,5995,4492,2595,7,2,7,1972-01-01,2011-07-09,studio
382,1,710,833,Oak Valley,Montreal,La Tuque,Quebec,Canada,rent,5229,1512,7612,2,3,10,1956-01-01,2017-11-22,triplex
383,1,4299,286,Union,Montreal,Kapuskasing,Quebec,Canada,sale,28877217,3131,8425,5,4,7,1992-01-01,2014-09-27,studio
384,1,366,948,Kim,Montreal,Mirabel,Quebec,Canada,sale,8263718,4194,8627,4,2,5,1929-01-01,2012-01-02,duplex
385,1,7,315,Farwell,Montreal,Leduc,Quebec,Canada,sale,39962085,4393,8066,10,9,2,1979-01-01,2010-06-15,triplex
386,0,41,485,Monterey,Montreal,Golden,Quebec,Canada,sale,65097706,4725,9121,8,10,9,1903-01-01,2016-03-18,townhouse
387,1,950,564,Shopko,Montreal,Edson,Quebec,Canada,sale,88083609,4976,2981,1,2,1,1966-01-01,2021-12-27,triplex
388,1,25,276,Russell,Montreal,Watrous,Quebec,Canada,sale,21494402,300,6287,2,8,9,1925-01-01,2018-04-29,condominium
389,1,69316,901,3rd,Montreal,Killam,Quebec,Canada,rent,4155,3667,4936,2,6,1,1963-01-01,2020-11-28,duplex
390,1,5144,180,Little Fleur,Montreal,Rivière-du-Loup,Quebec,Canada,sale,25692833,2804,1326,3,7,9,1910-01-01,2016-02-29,quadruplex
391,1,2413,900,Jana,Montreal,Aylmer,Quebec,Canada,rent,4653,1869,5622,4,9,2,1906-01-01,2011-04-15,duplex
392,1,4015,925,Prentice,Montreal,Canmore,Quebec,Canada,rent,3175,4267,7315,7,2,7,1985-01-01,2021-08-12,quadruplex
