id,active,broker_id,property_id,title,description,
307,true,13,628,11 Harrowhouse,Universal well-modulated alliance,
123,true,13,707,Ménilmontant,Stand-alone zero tolerance benchmark,
344,true,13,748,Independence Day (a.k.a. ID4),Optional mission-critical function,
677,true,13,843,Mrs. Dalloway,Team-oriented tangible interface,
157,true,13,858,"Captain\'s Paradise, The",Triple-buffered mobile focus group,
632,true,14,123,"Princess and the Warrior, The (Krieger und die Kaiserin, Der)",Right-sized holistic workforce,
572,true,14,169,West Side Story,Compatible solution-oriented local area network,
682,true,14,182,Extreme Measures,Inverse next generation core,
208,true,14,196,Shadow of Angels (Schatten der Engel),Adaptive global Graphic Interface,
319,true,14,201,"Certain Kind Of Death, A",Customizable secondary emulation,
565,true,14,221,Kounterfeit,User-friendly stable core,
561,true,14,236,"Bad Seed, The",De-engineered full-range challenge,
205,true,14,254,Tasting Menu,Reduced dedicated policy,
745,true,14,270,Sleeping Beauty,Implemented optimizing artificial intelligence,
295,true,14,276,"Mighty, The",Public-key 6th generation array,
417,true,14,294,Pooh\'s Heffalump Movie,Enhanced client-driven conglomeration,
877,true,14,394,Georgy Girl,Decentralized 6th generation service-desk,
525,true,14,423,To Each His Own Cinema (Chacun son cinéma ou Ce petit coup au coeur quand la lumière s\'éteint et que le film commence),Face to face static framework,
255,true,14,434,Candyman,Customizable multi-state functionalities,
600,true,14,447,Shoeshine (Sciuscià),Pre-emptive tangible projection,
513,true,14,457,Larry the Cable Guy: Health Inspector,Reduced tangible data-warehouse,
492,true,14,510,Beach Red,Multi-channelled client-driven infrastructure,
156,true,14,537,"Misérables, Les",Public-key incremental migration,
602,true,14,539,Prime Suspect,User-centric 6th generation open architecture,
191,true,14,548,Never Forever,Switchable solution-oriented flexibility,
545,true,14,606,Brother (Brat),Seamless system-worthy definition,
139,true,14,621,"Rum Diary, The",Managed mission-critical database,
152,true,14,650,"Legend of Lizzie Borden, The",Persevering background artificial intelligence,
633,true,14,683,The Scapegoat,Inverse hybrid analyzer,
795,true,14,712,Skylark,Business-focused empowering info-mediaries,
243,true,14,724,Don\'t Think About It (Non Pensarci),Seamless even-keeled artificial intelligence,
653,true,14,764,"Pyromaniac\'s Love Story, A",Universal object-oriented protocol,
170,true,14,769,12th & Delaware,Intuitive bi-directional neural-net,
995,true,14,800,Infamous,Realigned client-server superstructure,
540,true,14,815,Where the Boys Are,Function-based multi-state open architecture,
81,true,14,844,Opening Night,Self-enabling motivating firmware,
111,true,14,874,Over the Top,Fully-configurable transitional Graphic Interface,
859,true,14,875,"Grudge 2, The",Exclusive well-modulated standardization,
714,true,14,886,Tom Segura: Completely Normal,Automated 24 hour model,
679,true,15,5,"Bad News Bears, The",Customer-focused real-time access,
246,true,15,23,"Banger Sisters, The",Virtual explicit alliance,
505,true,15,10,Beautiful Creatures,Assimilated scalable throughput,
43,true,15,36,Swamp Women,Vision-oriented 24/7 functionalities,
913,true,15,39,William S. Burroughs: A Man Within,Cross-platform even-keeled intranet,
683,true,15,55,Things We Do For Love (Kaikella rakkaudella),Secured contextually-based utilisation,
534,true,15,59,"Lost, Lost, Lost ",Cloned encompassing emulation,
987,true,15,89,Daddy Nostalgia (Daddy Nostalgie),Multi-lateral actuating groupware,
660,true,15,98,"Cross: The Arthur Blessitt Story, The",Progressive leading edge moratorium,
96,true,15,132,Holy Rollers,Open-architected transitional project,
983,true,15,141,Our Blushing Brides,Vision-oriented object-oriented toolset,
975,true,15,170,"Program, The",Ameliorated reciprocal knowledge user,
272,true,15,180,Beauty and the Beast (Beauty and the Beasts: A Dark Tale),Quality-focused mission-critical extranet,
768,true,15,181,"Prince & Me, The",Inverse discrete implementation,
395,true,15,258,Summer of the Monkeys,Networked global project,
273,true,15,303,Ramona and Beezus,Front-line homogeneous middleware,
852,true,15,367,La Planque,Team-oriented 6th generation superstructure,
676,true,15,370,"Kentuckian, The",Phased contextually-based intranet,
213,true,15,435,Submarine X-1,Re-contextualized neutral open architecture,
198,true,15,459,Mother and Child,Ergonomic static collaboration,
31,true,15,478,3-Iron (Bin-jip),Multi-lateral client-driven Graphical User Interface,
192,true,15,498,Disturbing Behavior,Operative mission-critical frame,
329,true,15,586,Beefcake,Re-engineered foreground policy,
289,true,15,616,Snow White and the Huntsman,Robust motivating core,
619,true,15,653,"All the Way Boys (Più forte, ragazzi!)",Cloned multimedia knowledge base,
803,true,15,675,Che: Part Two,Mandatory zero administration initiative,
783,true,15,685,Nueba Yol,Enhanced contextually-based synergy,
805,true,15,692,Home Before Dark,Open-source regional access,
364,true,15,714,Every Other Weekend (Un week-end sur deux),Team-oriented context-sensitive solution,
608,true,15,751,And God Created Woman (Et Dieu... créa la femme),Profound secondary concept,
583,true,15,765,"Agony and the Ecstasy, The",Devolved intangible encryption,
860,true,15,779,"When Time Ran Out... (Day the World Ended, The)",Inverse full-range neural-net,
640,true,15,795,Nazarin (Nazarín),Profound homogeneous leverage,
77,true,15,811,Set Me Free (Emporte-moi),Diverse intermediate throughput,
22,true,15,831,Midnight Lace,Right-sized bandwidth-monitored approach,
210,true,15,845,Pride and Glory,Fully-configurable needs-based groupware,
47,true,16,123,Short Eyes,Balanced homogeneous open architecture,
90,true,16,164,Hana (Hana yori mo naho),Right-sized bottom-line system engine,
754,true,16,169,"League of Ordinary Gentlemen, A",Automated intermediate local area network,
150,true,16,173,My Favorite Martian,Re-engineered non-volatile productivity,
1,true,16,211,Steamboat Round the Bend,Multi-tiered zero defect infrastructure,
321,true,16,259,"Horse\'s Mouth, The",Inverse high-level leverage,
840,true,16,275,Saving Private Ryan,Customer-focused systemic middleware,
250,true,16,286,Meth,Universal neutral hardware,
324,true,16,339,Soapdish,Persevering background archive,
649,true,16,340,Street Fighter: Assassin\'s Fist,Multi-channelled disintermediate synergy,
743,true,16,349,Home,Organic needs-based moratorium,
750,true,16,350,"Black Dahlia, The",Multi-layered discrete projection,
413,true,16,386,"Lovers on the Bridge, The (Amants du Pont-Neuf, Les)",Streamlined multi-state moratorium,
373,true,16,391,187 (One Eight Seven),Visionary upward-trending service-desk,
175,true,16,451,"Best and the Brightest, The",Reverse-engineered needs-based solution,
346,true,16,474,3 Days to Kill,Decentralized next generation emulation,
391,true,16,499,Awesome, I Fuckin Shot That!,Progressive full-range middleware
935,true,16,508,Novocaine,Adaptive multimedia application,
174,true,16,549,Autumn Spring (Babí léto),Customizable even-keeled hierarchy,
548,true,16,583,Silvestre,Re-contextualized asymmetric process improvement,
450,true,16,597,Shine a Light,Realigned coherent Graphic Interface,
359,true,16,600,Ip Man 2,Inverse heuristic knowledge base,
462,true,16,633,"Deceivers, The",Focused static initiative,
21,true,16,755,At Berkeley,Distributed 24 hour database,
154,true,16,795,Luna de Avellaneda,Robust solution-oriented productivity,
735,true,16,842,Hustle,Decentralized logistical conglomeration,
628,true,16,851,A Second Chance,Open-source intangible strategy,
107,true,16,857,Bey Yaar,Multi-lateral eco-centric contingency,
647,true,16,864,"Bonheur, Le",Persevering high-level project,
226,true,16,878,Retrogade,Diverse content-based array,
385,true,16,888,The Outsider,Virtual demand-driven help-desk,
129,true,17,41,High Test Girls,Right-sized clear-thinking core,
837,true,17,59,Beware of a Holy Whore (Warnung vor einer heiligen Nutte),Down-sized maximized hierarchy,
315,true,17,77,"Average Little Man, An (Un borghese piccolo piccolo)",Triple-buffered logistical core,
262,true,17,83,Dead Man\'s Walk,Assimilated cohesive monitoring,
519,true,17,90,Cheaper by the Dozen,Ameliorated holistic Graphical User Interface,
780,true,17,148,An American Tail: The Mystery of the Night Monster,Triple-buffered fault-tolerant algorithm,
581,true,17,150,Meek\'s Cutoff,Reverse-engineered attitude-oriented project,
423,true,17,191,Doughboys,Fundamental attitude-oriented data-warehouse,
778,true,17,196,"Howards of Virginia, The",Persevering tertiary emulation,
326,true,17,215,Happy Feet,Intuitive mobile complexity,
149,true,17,221,Kiss Me Goodbye,Persevering maximized open system,
78,true,17,239,"House of the Devil, The",Up-sized 3rd generation software,
10,true,17,302,"Yakuza, The",Object-based bandwidth-monitored website,
384,true,17,309,For Neda,Profit-focused explicit time-frame,
978,true,17,325,Daylight Robbery,Front-line fresh-thinking monitoring,
209,true,17,333,"Bullfighters, The",Open-source solution-oriented moderator,
637,true,17,343,Age of Heroes,Face to face context-sensitive system engine,
793,true,17,354,Impulse,Advanced maximized architecture,
297,true,17,373,Restless (Levottomat),Re-engineered upward-trending service-desk,
196,true,17,392,"Wounds, The (Rane)",Horizontal global budgetary management,
707,true,17,397,"Truth or Consequences, N.M.",Secured value-added success,
247,true,17,444,"Frozen North, The",Business-focused empowering website,
988,true,17,479,"Food of the Gods, The",Assimilated explicit firmware,
657,true,17,536,Songcatcher,Re-contextualized systematic software,
11,true,17,547,Cremaster 2,User-centric regional hardware,
622,true,17,554,Eccentricities of a Blonde-haired Girl (Singularidades de uma Rapariga Loura),Balanced tangible knowledge base,
497,true,17,601,Wishmaster 2: Evil Never Dies,Customizable holistic artificial intelligence,
662,true,17,642,Mega Shark vs. Giant Octopus,Implemented user-facing success,
410,true,17,644,Jessabelle,Proactive modular matrix,
71,true,17,662,Bambi 2,Self-enabling 3rd generation projection,
432,true,17,709,Sut (Milk),Proactive heuristic attitude,
568,true,17,779,Raanjhanaa,Future-proofed tangible access,
404,true,17,790,My Own Private Idaho,Intuitive 4th generation projection,
180,true,17,864,"Sentimental Swordsman, The (To ching chien ko wu ching chien)",Profit-focused optimizing database,
875,true,17,873,Chocolat,Synergized 4th generation emulation,
98,true,17,880,Big Eden,Persevering systemic capacity,
66,true,18,7,"Killing of America, The",Pre-emptive systemic leverage,
172,true,18,5,Sleeping with the Enemy,Fundamental regional groupware,
597,true,18,58,Pi,Integrated neutral groupware,
241,true,18,120,Cirque du Soleil: Worlds Away,Open-architected impactful matrices,
370,true,18,140,It\'s Such a Beautiful Day,Phased dynamic open architecture,
265,true,18,172,Little Miss Broadway,Seamless actuating installation,
416,true,18,196,Favor,Stand-alone clear-thinking hardware,
728,true,18,247,"Little Stiff, A",Reverse-engineered explicit capability,
607,true,18,276,Power,Phased zero defect implementation,
17,true,18,299,"Woman Under the Influence, A",Persistent mobile policy,
128,true,18,451,K-911,Enterprise-wide logistical migration,
738,true,18,463,"Edward, My Son",Fundamental encompassing challenge,
201,true,18,484,Herb & Dorothy,Advanced national circuit,
923,true,18,522,Josie and the Pussycats,Extended uniform intranet,
896,true,18,579,Gideon\'s Army,Programmable 4th generation success,
812,true,18,608,Machine Gun Kelly,Multi-layered clear-thinking functionalities,
301,true,18,618,Body Shots,Stand-alone regional Graphical User Interface,
658,true,18,691,We Own the Night,Seamless multi-state workforce,
245,true,18,731,"Bow, The (Hwal)",Versatile 6th generation frame,
962,true,18,792,Rose Red,Optional analyzing synergy,
901,true,18,797,Süperseks,Persevering local application,
977,true,18,804,"Moment After 2, The: The Awakening",Decentralized bandwidth-monitored middleware,
719,true,18,817,Whitecoats,Reactive reciprocal system engine,
82,true,18,826,"Long Ride Home, The",Function-based responsive hierarchy,
496,true,18,840,There\'s a Girl in My Soup,Object-based optimizing hierarchy,
919,true,18,884,Ironclad 2: Battle for Blood,Pre-emptive transitional structure,
408,true,18,896,"Mudlark, The",Persistent secondary architecture,
448,true,18,898,Only You,Visionary bi-directional leverage,
527,true,19,19,Tali-Ihantala 1944,Proactive discrete access,
483,true,19,40,West Point,Proactive national neural-net,
985,true,19,47,Dark Water (Honogurai mizu no soko kara),Decentralized intangible support,
960,true,19,58,Les disparus de Saint-Agil,Vision-oriented systematic artificial intelligence,
48,true,19,76,"Promise, The (La promesse)",Integrated 5th generation workforce,
674,true,19,79,Cowboy Bebop,Innovative national migration,
36,true,19,121,Born to Defense (Zhong hua ying xiong),Stand-alone responsive data-warehouse,
899,true,19,122,Kill for Me,Secured reciprocal projection,
671,true,19,188,Fire Down Below,Compatible coherent hub,
234,true,19,252,Pressure Point ,Multi-lateral composite implementation,
746,true,19,302,Peacock,Cloned maximized architecture,
474,true,19,322,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)",Automated 6th generation leverage,
958,true,19,330,TINY: A Story About Living Small,User-friendly scalable info-mediaries,
997,true,19,333,Violet Tendencies,Extended optimizing intranet,
79,true,19,339,If....,Extended motivating knowledge base,
466,true,19,345,Finding Forrester,Customer-focused clear-thinking alliance,
576,true,19,354,Inside Deep Throat,Triple-buffered intermediate infrastructure,
989,true,19,368,Three Brave Men,Re-engineered intangible hardware,
782,true,19,375,"Bang, Bang, You\'re Dead",Optimized value-added middleware,
969,true,19,397,"Adventures of Tom Sawyer, The",Sharable directional internet solution,
757,true,19,412,"Snow Walker, The",Polarised clear-thinking capacity,
363,true,19,462,"3rd Voice, The",Advanced high-level migration,
515,true,19,474,Das Leben ist nichts für Feiglinge,Programmable demand-driven software,
68,true,19,507,"Adventures of Ichabod and Mr. Toad, The",Triple-buffered actuating array,
892,true,19,532,Sorority Row,Triple-buffered bifurcated software,
538,true,19,564,Risky Business,Robust disintermediate workforce,
585,true,19,609,"Next Man, The",User-friendly holistic benchmark,
845,true,19,610,All Things Fair (Lust och fägring stor),Proactive bi-directional circuit,
155,true,19,647,Win Win,Adaptive impactful customer loyalty,
809,true,19,759,Monkeybone,Re-engineered tangible project,
337,true,19,810,"Sadist, The",Reactive homogeneous matrix,
963,true,19,826,Gory Gory Hallelujah,Reactive multi-tasking collaboration,
680,true,19,848,"Soldier\'s Daughter Never Cries, A",Centralized scalable approach,
12,true,20,6,African Cats,Multi-layered local budgetary management,
571,true,20,116,"Report, The (Gozaresh)",Adaptive 4th generation emulation,
487,true,20,119,My Flesh My Blood (Moja krew),Right-sized tangible parallelism,
120,true,20,141,"Bounty, The",Multi-channelled high-level algorithm,
835,true,20,144,"Remains of the Day, The",Monitored content-based hierarchy,
59,true,20,201,Moonlight Serenade,Centralized 3rd generation methodology,
271,true,20,241,Monsignor,Object-based client-driven help-desk,
794,true,20,256,Big Fella,Down-sized tertiary approach,
356,true,20,281,From the Earth to the Moon,Operative system-worthy challenge,
396,true,20,294,"Eye 2, The (Gin gwai 2)",Profit-focused homogeneous intranet,
447,true,20,375,"Front Line, The",Inverse attitude-oriented firmware,
827,true,20,449,"Spitfire Grill, The",Phased full-range Graphical User Interface,
762,true,20,491,Lentsu,Ameliorated secondary solution,
325,true,20,518,Latcho Drom,Multi-lateral full-range core,
362,true,20,569,Wittgenstein,Phased 3rd generation encoding,
369,true,20,576,"Blind Side, The",Configurable scalable throughput,
269,true,20,582,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),Synergized eco-centric archive,
358,true,20,590,Stranded,Pre-emptive next generation hub,
422,true,20,618,A Short History of Decay,Customizable zero defect groupware,
182,true,20,661,"Flying Fleet, The",Managed coherent implementation,
452,true,20,675,"Rescuers, The",Re-engineered human-resource leverage,
40,true,20,676,Chris Rock: Bigger & Blacker,De-engineered heuristic website,
604,true,20,718,"Other Side of Heaven, The",Secured hybrid projection,
691,true,20,733,Hated,Reverse-engineered national functionalities,
240,true,20,810,Michael,Proactive encompassing hardware,
700,true,20,820,Clockstoppers,Reduced fresh-thinking budgetary management,
33,true,20,827,Lost in America,Self-enabling bi-directional parallelism,
741,true,20,829,"Odd Couple, The",User-centric value-added challenge,
856,true,20,834,"Ambulance, The",Fully-configurable dedicated knowledge user,
498,true,20,838,Out for a Kill,Down-sized context-sensitive forecast,
520,true,20,848,Don\'t Tell Mom the Babysitter\'s Dead,De-engineered executive moratorium,
553,true,20,850,Austin High,Sharable even-keeled analyzer,
517,true,20,881,Behind Enemy Lines,Assimilated foreground encoding,
74,true,21,52,"Boy Who Could Fly, The",Centralized object-oriented encoding,
761,true,21,58,"American Tail, An",Exclusive transitional customer loyalty,
360,true,21,76,Bloody Mama,Compatible mobile policy,
815,true,21,106,"Pearls of the Crown, The (Les perles de la couronne)",Fundamental global installation,
420,true,21,132,Boccaccio \'70,User-centric 4th generation challenge,
88,true,21,152,Elevator ,Reverse-engineered dynamic monitoring,
641,true,21,198,King & Country,Optimized composite methodology,
92,true,21,212,Diplomacy (Diplomatie),Operative human-resource interface,
479,true,21,214,"Fast & Furious 6 (Fast and the Furious 6, The)",Persistent actuating groupware,
956,true,21,286,"Ashes, The (Popioly)",Digitized didactic strategy,
441,true,21,291,"As Above, So Below",Multi-layered clear-thinking success,
236,true,21,313,"Interrupters, The",Business-focused logistical encryption,
792,true,21,323,"Glass Menagerie, The",User-centric motivating flexibility,
716,true,21,330,TV Junkie,Face to face explicit local area network,
49,true,21,387,Rehearsals for Extinct Anatomies,Polarised system-worthy software,
904,true,21,451,Kal Ho Naa Ho,Advanced full-range service-desk,
439,true,21,546,Blues Brothers 2000,Profit-focused coherent complexity,
305,true,21,652,Alexander the Great,Exclusive tangible knowledge user,
727,true,21,739,Madame Rosa (La vie devant soi),Compatible analyzing parallelism,
168,true,21,756,Downeast,Triple-buffered fresh-thinking array,
998,true,21,767,"Place of One\'s Own, A",Profound multi-tasking matrices,
631,true,21,773,Predator 2,Configurable disintermediate throughput,
430,true,21,780,Sanctum,Synergistic mission-critical internet solution,
990,true,21,844,Wagons East,Organic intangible open system,
176,true,22,42,Pelle Svanslös i Amerikatt,Streamlined grid-enabled methodology,
678,true,22,43,"Wind, The",Open-architected multimedia Graphical User Interface,
477,true,22,74,On the Beach,Proactive zero defect core,
94,true,22,86,Enigma,Total regional function,
354,true,22,105,Light Sleeper,Managed value-added ability,
199,true,22,110,Something Wild,Cross-platform systematic conglomeration,
317,true,22,142,Universal Soldier: Regeneration,Networked intermediate customer loyalty,
340,true,22,150,Alice,Team-oriented next generation forecast,
818,true,22,164,Snake and Mongoose,Triple-buffered zero tolerance hub,
836,true,22,178,The Magic Crystal,Phased didactic complexity,
339,true,22,233,Rudo y Cursi (Rough and Vulgar),Digitized homogeneous local area network,
627,true,22,242,Guendalina,Implemented mobile implementation,
121,true,22,266,Vampires,Reverse-engineered heuristic time-frame,
116,true,22,279,Advance to the Rear,Pre-emptive real-time strategy,
331,true,22,290,"Thin Man, The",Triple-buffered executive synergy,
549,true,22,302,War and Peace (Voyna i mir),Multi-layered needs-based local area network,
771,true,22,332,Novocaine,Upgradable clear-thinking workforce,
158,true,22,368,Wadd: The Life & Times of John C. Holmes,Enhanced maximized algorithm,
398,true,22,370,Olympian Holiday (Loma) ,Automated upward-trending throughput,
145,true,22,380,Vesku from Finland (Vesku),Cross-platform human-resource time-frame,
599,true,22,419,Red Corner,Monitored transitional solution,
379,true,22,468,Backflash (Backflash Blues),Intuitive bi-directional time-frame,
146,true,22,476,"Lair of the White Worm, The",Exclusive system-worthy artificial intelligence,
353,true,22,490,Fanny,Upgradable upward-trending solution,
580,true,22,533,Pieta,Fundamental 3rd generation internet solution,
506,true,22,536,Ossessione,Team-oriented fault-tolerant hardware,
367,true,22,554,Three Ages,Horizontal contextually-based infrastructure,
876,true,22,562,Without Pity,User-centric human-resource architecture,
884,true,22,629,"Unspeakable Act, The",Exclusive 24 hour infrastructure,
494,true,22,665,24 City (Er shi si cheng ji),Organized executive project,
905,true,22,796,"Over-Eater, The (L\'outremangeur)",Streamlined mobile analyzer,
921,true,22,814,Saturday Night,Customizable 4th generation firmware,
775,true,22,821,"Killing of Sister George, The",Fully-configurable maximized knowledge user,
508,true,22,823,Blackfish,Reactive object-oriented standardization,
308,true,23,3,Battleground,Cross-group leading edge instruction set,
399,true,23,2,Tracker,Inverse tangible system engine,
280,true,23,311,Woman on the Beach (Haebyeonui yeoin),Cross-group demand-driven framework,
991,true,23,28,Mr. & Mrs. Bridge,Centralized high-level interface,
249,true,23,35,Only God Knows (Sólo Dios Sabe),Team-oriented modular frame,
60,true,23,67,"Suddenly, Last Summer",Multi-channelled optimal pricing structure,
177,true,23,128,"Innocent, The (Innocente, L\')",Robust analyzing matrices,
646,true,23,152,The Dot and the Line : A Romance in Lower Mathematics,Secured explicit application,
829,true,23,194,Extract,Public-key national throughput,
136,true,23,225,Ossos,Digitized 5th generation support,
376,true,23,245,Deliver Us from Evil,Adaptive attitude-oriented internet solution,
330,true,23,294,"Boost, The",Quality-focused holistic task-force,
673,true,23,358,Excuse Me for Living,Operative intangible process improvement,
461,true,23,420,Space Station 76,Re-contextualized disintermediate workforce,
748,true,23,421,Children of the Decree (Das Experiment 770 - Gebären auf Befehl),Organized regional conglomeration,
590,true,23,428,Malcolm X,User-centric solution-oriented orchestration,
248,true,23,450,Peter Ibbetson,Stand-alone background knowledge user,
502,true,23,458,Desperate Hours,Phased encompassing knowledge base,
663,true,23,487,Raid on Rommel,Automated user-facing instruction set,
394,true,23,507,To Cross the Rubicon,Multi-tiered didactic functionalities,
187,true,23,596,Torn Curtain,Multi-layered value-added intranet,
825,true,23,672,I Like Killing Flies,Pre-emptive directional implementation,
19,true,23,676,Comrade Pedersen (Gymnaslærer Pedersen),Devolved client-driven framework,
732,true,23,687,"Psychomania (Death Wheelers, The)",Object-based fault-tolerant function,
698,true,23,707,Bluebeard (Barbe-Bleue),Open-source global infrastructure,
826,true,23,731,Diary of a Cannibal,Down-sized intermediate firmware,
596,true,23,759,Domestic Disturbance,Upgradable coherent firmware,
659,true,23,840,Jupiter\'s Darling,Multi-lateral mobile pricing structure,
784,true,23,841,"Tsatsiki, Morsan och Polisen",Quality-focused responsive ability,
148,true,23,875,"Paradine Case, The",Configurable non-volatile complexity,
86,true,23,886,Chapter 27,Vision-oriented executive website,
489,true,24,8,"Pope of Greenwich Village, The",Fully-configurable foreground customer loyalty,
740,true,24,39,Chances Are,Customer-focused 24/7 hierarchy,
810,true,24,47,"Bat, The",Adaptive asynchronous projection,
890,true,24,101,Yossi & Jagger,Cross-group well-modulated knowledge user,
89,true,24,113,Getaway,Innovative holistic data-warehouse,
800,true,24,132,Wind Chill,Implemented analyzing circuit,
881,true,24,133,Affluenza,Multi-lateral object-oriented focus group,
838,true,24,202,"Class Trip, The (La classe de neige)",Synergistic tertiary capability,
166,true,24,239,Devil Times Five (a.k.a. Peopletoys),Intuitive executive hub,
126,true,24,258,Galaxy Quest,Assimilated multimedia framework,
886,true,24,309,Crazy Mama,Versatile leading edge circuit,
300,true,24,322,Quarantine,Total static middleware,
105,true,24,336,Downhill Racer,Multi-layered non-volatile orchestration,
894,true,24,362,"Toxic Avenger Part III: The Last Temptation of Toxie, The",Digitized mobile function,
438,true,24,532,"Farewell to Arms, A",Devolved analyzing service-desk,
382,true,24,544,Jimmy\'s Hall,Diverse bandwidth-monitored open architecture,
766,true,24,574,Knuckle ,Fundamental explicit open system,
493,true,24,577,Bad Guy (Nabbeun namja),Streamlined demand-driven secured line,
559,true,24,589,Straight Time,Inverse 5th generation parallelism,
889,true,24,605,"War, Inc.",Integrated homogeneous paradigm,
791,true,24,632,Deadline at Dawn,Stand-alone context-sensitive service-desk,
284,true,24,633,We Are What We Are,Quality-focused discrete service-desk,
402,true,24,661,Teenage Mutant Ninja Turtles III,Quality-focused real-time workforce,
702,true,24,691,Rurouni Kenshin (Rurôni Kenshin: Meiji kenkaku roman tan),Enhanced incremental flexibility,
440,true,24,744,Italian for Beginners (Italiensk for begyndere),Open-architected background capacity,
332,true,24,880,Girl Most Likely,Upgradable leading edge time-frame,
930,true,24,888,Crime Busters,Profound motivating extranet,
38,true,25,16,"Pinochet Case, The (Cas Pinochet, Le)",Synergistic well-modulated ability,
435,true,25,56,"Give \'em Hell, Malone",User-friendly hybrid capacity,
217,true,25,100,"Brave, The",Re-contextualized tangible local area network,
13,true,25,142,Lahore,Total heuristic flexibility,
443,true,25,186,"Strategy of the Snail, The (Estrategia del Caracol, La)",Open-source upward-trending encoding,
252,true,25,203,Love Exposure,Horizontal real-time product,
469,true,25,219,Logan\'s Run,Face to face attitude-oriented parallelism,
304,true,25,281,Twelve and Holding,Optional local data-warehouse,
906,true,25,290,"Guard Post, The (G.P. 506)",Proactive demand-driven pricing structure,
274,true,25,293,10 Items or Less,Realigned 4th generation standardization,
944,true,25,302,"I Love You, I Love You (Je t\'aime je t\'aime)",Universal neutral extranet,
530,true,25,304,"Message from Akira Kurosawa: For Beautiful Movies, A (Kurosawa Akira kara no messêji: Utsukushii eiga o)",Extended client-server functionalities,
238,true,25,415,Mahogany,Enhanced mission-critical Graphic Interface,
972,true,25,436,We the Party,Expanded secondary core,
275,true,25,467,"Woman\'s Face, A (En kvinnas ansikte) ",Self-enabling analyzing artificial intelligence,
992,true,25,482,"Bullfighters, The",Synchronised neutral portal,
946,true,25,485,Stephen Fry In America - New World,Streamlined interactive artificial intelligence,
796,true,25,490,"Taxing Woman, A (Marusa no onna)",Reactive national protocol,
706,true,25,511,"Glass Web, The",Multi-lateral logistical portal,
603,true,25,558,Courage Under Fire,Innovative optimizing open system,
932,true,25,572,Hidden Agenda,Reduced tertiary workforce,
140,true,25,643,Cream Lemon (Kurîmu remon),Function-based dynamic data-warehouse,
769,true,25,735,Black Angel,Diverse actuating process improvement,
611,true,25,749,Stay Tuned,Inverse asynchronous matrix,
868,true,25,771,Dead Tired (Grosse Fatigue),Switchable uniform access,
318,true,25,782,Donnie Brasco,Profit-focused systemic implementation,
555,true,25,800,MacGyver: Trail to Doomsday,Expanded content-based help-desk,
468,true,25,836,V/H/S/2,Self-enabling solution-oriented definition,
427,true,26,5,All American Orgy (Cummings Farm),Synergistic 3rd generation utilisation,
388,true,26,99,Highway 61,Proactive context-sensitive hardware,
338,true,26,100,Saawariya,Function-based didactic secured line,
577,true,26,116,Omega Doom,Organized client-server functionalities,
853,true,26,119,With Love... from the Age of Reason,Diverse uniform toolset,
436,true,26,122,Zotz!,Enhanced bottom-line solution,
610,true,26,168,Elena Undone,Reverse-engineered hybrid local area network,
357,true,26,177,Double Harness,Open-source discrete service-desk,
230,true,26,255,This Is Not a Film (In film nist),Future-proofed explicit moratorium,
872,true,26,256,Bedlam,Optional hybrid interface,
322,true,26,258,Down Argentine Way,Open-architected leading edge protocol,
893,true,26,367,Batch \'81,Enterprise-wide non-volatile functionalities,
871,true,26,387,"Clean, Shaven",Reverse-engineered bandwidth-monitored migration,
891,true,26,407,Blast from the Past,Automated systematic access,
777,true,26,413,Aglaya,Enterprise-wide 4th generation toolset,
645,true,26,429,Tango & Cash,Operative 5th generation framework,
503,true,26,478,Monsieur Lazhar,Vision-oriented responsive hardware,
937,true,26,480,Twogether,Programmable discrete hierarchy,
861,true,26,508,Thirst (a.k.a. Three Strange Loves) (Törst),Right-sized bi-directional core,
557,true,26,514,An Apology to Elephants,Streamlined 4th generation utilisation,
1000,true,26,517,Returner (Ritaanaa),Distributed multimedia circuit,
887,true,26,543,"Summit, The",Balanced didactic policy,
478,true,26,569,"Hobbit, The",Front-line 3rd generation knowledge base,
453,true,26,612,Wonderland,Virtual bi-directional installation,
699,true,26,614,Revenge of the Zombies,Ergonomic empowering workforce,
789,true,26,676,Taking Sides,Multi-channelled modular ability,
343,true,26,688,In the Cut,Expanded attitude-oriented circuit,
833,true,26,694,Hunter Prey,Organic background neural-net,
456,true,26,701,Emergo (Apartment 143),Multi-layered eco-centric productivity,
820,true,26,747,"Hasty Heart, The",Virtual real-time collaboration,
712,true,26,776,"Return of Dracula, The",Compatible 4th generation conglomeration,
814,true,27,77,"Handful of Dust, A",Synergistic mission-critical extranet,
933,true,27,102,Square Dance,Monitored client-server toolset,
578,true,27,179,Belle of the Nineties,Cross-platform empowering model,
524,true,27,194,Four Adventures of Reinette and Mirabelle (4 aventures de Reinette et Mirabelle),Centralized directional data-warehouse,
665,true,27,203,"Human Comedy, The",Enhanced well-modulated concept,
270,true,27,227,"It Is Written in the Stars, Inspector Palmu (Tähdet kertovat, komisario Palmu)",Object-based homogeneous product,
537,true,27,311,Ploy,Mandatory impactful knowledge user,
844,true,27,314,The Sea Chase,Centralized multimedia model,
